id,Interactable Name,NPC Name,Conv Name,Interaction Type,Is Interactable,Print Debug,Skip Req Hide,Skip Req Reveal,Start Visible,Magic Required,Reserved Column1,Reserved Column2,Event Destroy,Event Destroy Group,Event Change,Event Hide,Event Reveal,Event Send,Event Lose Combat,Reserved Column4,Event And1,Event And2,Event And3,Event Or1,Event Or2,Event Or3,Earth Allowed1,Earth Allowed2,Air Allowed1,Air Allowed2,Water Allowed1,Water Allowed2,Fire Allowed1,Fire Allowed2,Void Allowed1,Void Allowed2,Child Parameter1,Child Parameter2,Child Parameter3,Child Parameter4,Child Parameter5,Child Parameter6,Loaded
154,shrine_offering_lt3,shrine_offering_lt3,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt3_hide,,,,shrine_offering_lt3_element_active_and_solved,shrine_cue_lt3A,,,,,,,,,,,,,,,,,,,0,2,,,,,
155,shrine_cue_lt3A,shrine_cue_lt3A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt3_hide,,,,shrine_cue_lt3A,shrine_offering_lt3_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
156,shrine_cue_lt3B,shrine_cue_lt3B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt3_hide,,,,shrine_cue_lt3B,shrine_offering_lt3_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
157,shrine_element_lt3,shrine_element_lt3,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_lt3_hide,,,,,shrine_offering_lt3_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
158,shrine_offering_lt4_earth,shrine_offering_lt4_earth,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_element_lt4_earth_active,shrine_cue_lt4earthA,,,,,,,,,,,,,,,,,,,0,2,,,,,
159,shrine_cue_lt4earthA,shrine_cue_lt4earthA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4earthA,shrine_offering_lt4_earth_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
160,shrine_cue_lt4earthB,shrine_cue_lt4earthB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4earthB,shrine_offering_lt4_earth_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
161,shrine_element_lt4_earth,shrine_element_lt4_earth,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_lt4_hide,,,,,shrine_element_lt4_earth_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
162,shrine_offering_lt4_water,shrine_offering_lt4_water,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_element_lt4_water_active,shrine_cue_lt4waterA,,,,,,,,,,,,,,,,,,,0,2,,,,,
163,shrine_cue_lt4waterA,shrine_cue_lt4waterA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4waterA,shrine_offering_lt4_water_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
164,shrine_cue_lt4waterB,shrine_cue_lt4waterB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4waterB,shrine_offering_lt4_water_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
165,shrine_element_lt4_water,shrine_element_lt4_water,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_lt4_hide,,,,,shrine_element_lt4_water_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
166,shrine_offering_lt4_wind,shrine_offering_lt4_wind,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_element_lt4_air_active,shrine_cue_lt4airA,,,,,,,,,,,,,,,,,,,0,2,,,,,
167,shrine_cue_lt4airA,shrine_cue_lt4airA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4airA,shrine_offering_lt4_air_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
168,shrine_cue_lt4airB,shrine_cue_lt4airB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4airB,shrine_offering_lt4_air_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
169,shrine_element_lt4_air,shrine_element_lt4_air,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_lt4_hide,,,,,shrine_element_lt4_air_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
170,shrine_offering_lt4_fire,shrine_offering_lt4_fire,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_element_lt4_fire_active,shrine_cue_lt4fireA,,,,,,,,,,,,,,,,,,,0,2,,,,,
171,shrine_cue_lt4fireA,shrine_cue_lt4fireA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4fireA,shrine_offering_lt4_fire_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
172,shrine_cue_lt4fireB,shrine_cue_lt4fireB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4fireB,shrine_offering_lt4_fire_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
173,shrine_element_lt4_fire,shrine_element_lt4_fire,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_lt4_hide,,,,,shrine_element_lt4_fire_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
174,shrine_offering_lt4_void,shrine_offering_lt4_void,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,,shrine_cue_lt4voidA,,,,,,,,,,,,,,,,,,,0,2,,,,,
175,shrine_cue_lt4voidA,shrine_cue_lt4voidA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4voidA,shrine_offering_lt4_void_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
176,shrine_cue_lt4voidB,shrine_cue_lt4voidB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,shrine_cue_lt4voidB,shrine_offering_lt4_void_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
177,shrine_element_lt4_void,shrine_element_lt4_void,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt4_hide,,,,,NULL,,,,,,,,,,,,,,,,,,,,,,,,,
178,shrine_offering_lt5,shrine_offering_lt5,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt5_hide,,,,shrine_offering_lt5_element_active,shrine_cue_lt5A,,,,,,,,,,,,,,,,,,,0,2,,,,,
179,shrine_cue_lt5A,shrine_cue_lt5A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt5_hide,,,,shrine_cue_lt5A,shrine_offering_lt5_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
180,shrine_cue_lt5B,shrine_cue_lt5B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt5_hide,,,,shrine_cue_lt5B,shrine_offering_lt5_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
181,shrine_element_lt5,shrine_element_lt5,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_lt5_hide,,,,,shrine_offering_lt5_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
182,shrine_offering_lt6,shrine_offering_lt6,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt6_hide,,,,shrine_offering_lt6_element_active,shrine_cue_lt6A,,,,,,,,,,,,,,,,,,,0,2,,,,,
183,shrine_cue_lt6A,shrine_cue_lt6A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt6_hide,,,,shrine_cue_lt6A,shrine_offering_lt6_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
184,shrine_cue_lt6B,shrine_cue_lt6B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_lt6_hide,,,,shrine_cue_lt6B,shrine_offering_lt6_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
185,shrine_element_lt6,shrine_element_lt6,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_lt6_hide,,,,,shrine_offering_lt6_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
186,shrine_offering_fv7,shrine_offering_fv7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_fv7_hide,,,,,shrine_cue_fv7A,,,,,,,,,,,,,,,,,,,0,2,,,,,
187,shrine_cue_fv7A,shrine_cue_fv7A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_fv7_hide,,,,shrine_cue_fv7A,shrine_offering_fv7_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
188,shrine_cue_fv7B,shrine_cue_fv7B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_fv7_hide,,,,shrine_cue_fv7B,shrine_offering_fv7_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
189,shrine_element_fv7,shrine_element_fv7,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_fv7_hide,,,,,NULL,,,,,,,,,,,,,,,,,,,0,2,,,,,
190,shrine_offering_fv8,shrine_offering_fv8,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_fv8_hide,,,,shrine_offering_fv8_element_active,shrine_cue_fv8A,,,,,,,,,,,,,,,,,,,0,2,,,,,
191,shrine_cue_fv8A,shrine_cue_fv8A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_fv8_hide,,,,shrine_cue_fv8A,shrine_offering_fv8_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
192,shrine_cue_fv8B,shrine_cue_fv8B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_fv8_hide,,,,shrine_cue_fv8B,shrine_offering_fv8_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
193,shrine_element_fv8,shrine_element_fv8,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_fv8_hide,,,,,shrine_offering_fv8_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
194,shrine_offering_ld9_earth,shrine_offering_ld9_earth,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_element_ld9_earth_active,shrine_cue_ld9earthA,,,,,,,,,,,,,,,,,,,0,2,,,,,
195,shrine_cue_ld9earthA,shrine_cue_ld9earthA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9earthA,shrine_offering_ld9_earth_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
196,shrine_cue_ld9earthB,shrine_cue_ld9earthB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9earthB,shrine_offering_ld9_earth_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
197,shrine_element_ld9_earth,shrine_element_ld9_earth,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_ld9_hide,,,,,shrine_element_ld9_earth_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
198,shrine_offering_ld9_water,shrine_offering_ld9_water,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_element_ld9_water_active,shrine_cue_ld9waterA,,,,,,,,,,,,,,,,,,,0,2,,,,,
199,shrine_cue_ld9waterA,shrine_cue_ld9waterA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9waterA,shrine_offering_ld9_water_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
200,shrine_cue_ld9waterB,shrine_cue_ld9waterB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9waterB,shrine_offering_ld9_water_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
201,shrine_element_ld9_water,shrine_element_ld9_water,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_ld9_hide,,,,,shrine_element_ld9_water_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
202,shrine_offering_ld9_wind,shrine_offering_ld9_wind,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_element_ld9_air_active,shrine_cue_ld9airA,,,,,,,,,,,,,,,,,,,0,2,,,,,
203,shrine_cue_ld9airA,shrine_cue_ld9airA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9airA,shrine_offering_ld9_air_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
204,shrine_cue_ld9airB,shrine_cue_ld9airB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9airB,shrine_offering_ld9_air_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
205,shrine_element_ld9_air,shrine_element_ld9_air,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_ld9_hide,,,,,shrine_element_ld9_air_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
206,shrine_offering_ld9_fire,shrine_offering_ld9_fire,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_element_ld9_fire_active,shrine_cue_ld9fireA,,,,,,,,,,,,,,,,,,,0,2,,,,,
207,shrine_cue_ld9fireA,shrine_cue_ld9fireA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9fireA,shrine_offering_ld9_fire_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
208,shrine_cue_ld9fireB,shrine_cue_ld9fireB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9fireB,shrine_offering_ld9_fire_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
209,shrine_element_ld9_fire,shrine_element_ld9_fire,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_ld9_hide,,,,,shrine_element_ld9_fire_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
210,shrine_offering_ld9_void,shrine_offering_ld9_void,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,,shrine_cue_ld9voidA,,,,,,,,,,,,,,,,,,,0,2,,,,,
211,shrine_cue_ld9voidA,shrine_cue_ld9voidA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9voidA,shrine_offering_ld9_void_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
212,shrine_cue_ld9voidB,shrine_cue_ld9voidB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,shrine_cue_ld9voidB,shrine_offering_ld9_void_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
213,shrine_element_ld9_void,shrine_element_ld9_void,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld9_hide,,,,,NULL,,,,,,,,,,,,,,,,,,,,,,,,,
214,shrine_offering_ld10,shrine_offering_ld10,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld10_hide,,,,shrine_offering_ld10_element_active,shrine_cue_ld10A,,,,,,,,,,,,,,,,,,,0,2,,,,,
215,shrine_cue_ld10A,shrine_cue_ld10A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld10_hide,,,,shrine_cue_ld10A,shrine_offering_ld10_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
216,shrine_cue_ld10B,shrine_cue_ld10B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ld10_hide,,,,shrine_cue_ld10B,shrine_offering_ld10_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
217,shrine_element_ld10,shrine_element_ld10,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_ld10_hide,,,,,shrine_offering_ld10_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
218,shrine_offering_rt11,shrine_offering_rt11,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rt11_hide,,,,shrine_offering_rt11_element_active,shrine_cue_rt11A,,,,,,,,,,,,,,,,,,,0,2,,,,,
219,shrine_cue_rt11A,shrine_cue_rt11A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rt11_hide,,,,shrine_cue_rt11A,shrine_offering_rt11_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
220,shrine_cue_rt11B,shrine_cue_rt11B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rt11_hide,,,,shrine_cue_rt11B,shrine_offering_rt11_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
221,shrine_element_rt11,shrine_element_rt11,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_rt11_hide,,,,,shrine_offering_rt11_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
222,shrine_offering_rt12,shrine_offering_rt12,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rt12_hide,,,,shrine_offering_rt12_element_active,shrine_cue_rt12A,,,,,,,,,,,,,,,,,,,0,2,,,,,
223,shrine_cue_rt12A,shrine_cue_rt12A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rt12_hide,,,,shrine_cue_rt12A,shrine_offering_rt12_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
224,shrine_cue_rt12B,shrine_cue_rt12B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rt12_hide,,,,shrine_cue_rt12B,shrine_offering_rt12_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
225,shrine_element_rt12,shrine_element_rt12,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_rt12_hide,,,,,shrine_offering_rt12_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
226,shrine_offering_mt13,shrine_offering_mt13,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_mt13_hide,,,,shrine_offering_mt13_element_active,shrine_cue_mt13A,,,,,,,,,,,,,,,,,,,0,2,,,,,
227,shrine_cue_mt13A,shrine_cue_mt13A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_mt13_hide,,,,shrine_cue_mt13A,shrine_offering_mt13_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
228,shrine_cue_mt13B,shrine_cue_mt13B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_mt13_hide,,,,shrine_cue_mt13B,shrine_offering_mt13_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
229,shrine_element_mt13,shrine_element_mt13,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_mt13_hide,,,,,shrine_offering_mt13_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
230,shrine_offering_mt14,shrine_offering_mt14,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_mt14_hide,,,,shrine_offering_mt14_element_active,shrine_cue_mt14A,,,,,,,,,,,,,,,,,,,0,2,,,,,
231,shrine_cue_mt14A,shrine_cue_mt14A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_mt14_hide,,,,shrine_cue_mt14A,shrine_offering_mt14_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
232,shrine_cue_mt14B,shrine_cue_mt14B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_mt14_hide,,,,shrine_cue_mt14B,shrine_offering_mt14_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
233,shrine_element_mt14,shrine_element_mt14,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_mt14_hide,,,,,shrine_offering_mt14_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
234,shrine_offering_pt15,shrine_offering_pt15,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_pt15_hide,,,,shrine_offering_pt15_element_active,shrine_cue_pt15A,,,,,,,,,,,,,,,,,,,0,2,,,,,
235,shrine_cue_pt15A,shrine_cue_pt15A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_pt15_hide,,,,shrine_cue_pt15A,shrine_offering_pt15_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
236,shrine_cue_pt15B,shrine_cue_pt15B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_pt15_hide,,,,shrine_cue_pt15B,shrine_offering_pt15_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
237,shrine_element_pt15,shrine_element_pt15,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,shrine_offering_pt15_hide,,,,,shrine_offering_pt15_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
238,shrine_offering_pt16,shrine_offering_pt16,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_pt16_hide,,,,shrine_offering_pt16_element_active,shrine_cue_pt16A,,,,,,,,,,,,,,,,,,,0,2,,,,,
239,shrine_cue_pt16A,shrine_cue_pt16A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_pt16_hide,,,,shrine_cue_pt16A,shrine_offering_pt16_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
240,shrine_cue_pt16B,shrine_cue_pt16B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_pt16_hide,,,,shrine_cue_pt16B,shrine_offering_pt16_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
241,shrine_element_pt16,shrine_element_pt16,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_pt16_hide,,,,,shrine_offering_pt16_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
242,shrine_offering_rn17,shrine_offering_rn17,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rn17_hide,,,,shrine_offering_rn17_element_active,shrine_cue_rn17A,,,,,,,,,,,,,,,,,,,0,2,,,,,
243,shrine_cue_rn17A,shrine_cue_rn17A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rn17_hide,,,,shrine_cue_rn17A,shrine_offering_rn17_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
244,shrine_cue_rn17B,shrine_cue_rn17B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rn17_hide,,,,shrine_cue_rn17B,shrine_offering_rn17_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
245,shrine_element_rn17,shrine_element_rn17,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rn17_hide,,,,,shrine_offering_rn17_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
246,shrine_offering_rn18,shrine_offering_rn18,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rn18_hide,,,,shrine_offering_rn18_element_active,shrine_cue_rn18A,,,,,,,,,,,,,,,,,,,0,2,,,,,
247,shrine_cue_rn18A,shrine_cue_rn18A,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rn18_hide,,,,shrine_cue_rn18A,shrine_offering_rn18_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
248,shrine_cue_rn18B,shrine_cue_rn18B,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rn18_hide,,,,shrine_cue_rn18B,shrine_offering_rn18_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
249,shrine_element_rn18,shrine_element_rn18,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_rn18_hide,,,,,shrine_offering_rn18_element_active,,,,,,,,,,,,,,,,,,,0,2,,,,,
250,shrine_offering_ltA,shrine_offering_ltA,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ltA_hide,,,,,shrine_cue_ltAA,,,,,,,,,,,,,,,,,,,0,2,,,,,
251,shrine_cue_ltAA,shrine_cue_ltAA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ltA_hide,,,,shrine_cue_ltAA,shrine_offering_ltA_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
252,shrine_cue_ltAB,shrine_cue_ltAB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ltA_hide,,,,shrine_cue_ltAB,shrine_offering_ltA_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
253,shrine_offering_ltC,shrine_offering_ltC,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ltC_hide,,,,,shrine_cue_ltCA,,,,,,,,,,,,,,,,,,,0,2,,,,,
254,shrine_cue_ltCA,shrine_cue_ltCA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ltC_hide,,,,shrine_cue_ltCA,shrine_offering_ltC_cue,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,TRUE,FALSE,
255,shrine_cue_ltCB,shrine_cue_ltCB,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,shrine_offering_ltC_hide,,,,shrine_cue_ltCB,shrine_offering_ltC_end,,,,,,,,,,,,,,,,,,,TRUE,TRUE,1,TRUE,FALSE,FALSE,
256,Mayor2,Mayor2,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
